Year,Seaport,Country,Region,"Reclaimed area (km^2, raw)","Reclaimed area (km^2, smoothed)"
2013,Jeddah,Saudi Arabia,Middle East,5.96,5.06
2013,Jiaxing,China,Asia,9.11,8.67
2013,Jinzhou,China,Asia,1.54,1.48
2013,Kaohsiung,Taiwan,Asia,14.67,14.67
2013,Karachi,Pakistan,Asia,4.86,4.73
2013,Port Klang,Malaysia,Asia,1.39,1.22
2013,Dammam,Saudi Arabia,Middle East,1.68,1.6
2013,King Abdullah,Saudi Arabia,Middle East,2.05,2.51
2013,Kobe,Japan,Asia,7.69,7.41
2013,Laem Chabang,Thailand,Asia,8.81,8.81
2013,Le Havre,France,Northern Europe,3.13,3.1
2013,Lianyungang,China,Asia,34.44,34.39
2013,Lome,Togo,Africa,0.87,0.64
2013,Los Angeles,USA,North America,3.28,3.28
2013,Manila,Philippines,Asia,2.33,2.28
2013,Manzanillo,Mexico,North America,1.71,1.72
2013,Jawaharlal Nehru,India,Asia,2.88,2.81
2013,Mundra,India,Asia,13.81,13.81
2013,Nagoya,Japan,Asia,6.52,6.82
2013,Ningbo-Zhoushan,China,Asia,22.78,22.78
2013,Osaka,Japan,Asia,3.96,3.8
2013,Piraeus,Greece,Mediterranean,1.1,1.1
2013,Qingdao,China,Asia,26.4,26.4
2013,Qinzhou,China,Asia,16.09,15.44
2013,Quanzhou,China,Asia,1.83,1.49
2013,Rizhao,China,Asia,10.15,10.15
2013,Rotterdam,Netherlands,Northern Europe,21.49,21.27
2013,Said,Egypt,Middle East,1.84,1.83
2013,Salalah,Oman,Middle East,2.4,2.51
2013,Shanghai,China,Asia,46.81,46.81
2013,Shenzhen,China,Asia,33.14,33.14
2013,Singapore,Singapore,Asia,48.82,48.82
2013,Sydney,Australia,Oceania,1.69,1.69
2013,Taichung,Taiwan,Asia,21.69,21.69
2013,Taicang,China,Asia,23.69,23.69
2013,Tianjin,China,Asia,136.32,136.32
2013,Tangshan,China,Asia,40.91,40.54
2013,Tanger Med,Morocco,Mediterranean,1.32,1.38
2013,Tokyo,Japan,Asia,11.18,11.18
2013,Tanjung Priok,Indonesia,Asia,0.68,0.68
2013,Tanjung Pelepas,Malaysia,Asia,4.36,4.18
2013,Tanjung Perak,Indonesia,Asia,3.21,3.07
2013,Valencia,Spain,Mediterranean,3.86,3.73
2013,Xiamen,China,Asia,3.8,3.87
2013,Yingkou,China,Asia,44.26,44.26
2013,Yantai,China,Asia,3.42,3.24
2013,Yokohama,Japan,Asia,2.6,2.72
2013,Zhuhai,China,Asia,5.87,5.87
2014,Abu Dhabi,UAE,Middle East,23,23.14
2014,Alexandria,Egypt,Middle East,0.91,0.91
2014,Algeciras,Spain,Mediterranean,2.69,2.69
2014,Barcelona,Spain,Mediterranean,3.93,3.93
2014,Busan,South Korea,Asia,20.58,20.32
2014,Cartagena,Colombia,Central & South America,1.42,1.48
2014,Colombo,Sri Lanka,Asia,1.83,1.68
2014,Dalian,China,Asia,18.4,18.61
2014,Dubai,UAE,Middle East,3.71,3.94
2014,Durban,South Africa,Africa,0.93,0.93
2014,Felixstowe,UK,Northern Europe,3.88,3.92
2014,Genoa,Italy,Mediterranean,1.49,1.46
2014,Guangzhou,China,Asia,31.47,31.47
2014,Yeosu Gwangyang,South Korea,Asia,3.37,3.35
2014,Hai Phong,Vietnam,Asia,8.15,8.15
2014,Haikou,China,Asia,4.19,4.19
2014,Hong Kong,China,Asia,3.71,3.71
2014,Incheon,South Korea,Asia,12.62,12.62
2014,Jeddah,Saudi Arabia,Middle East,5.38,5.38
2014,Jiaxing,China,Asia,8.07,8.68
2014,Jinzhou,China,Asia,1.48,1.48
2014,Kaohsiung,Taiwan,Asia,14.68,14.68
2014,Karachi,Pakistan,Asia,4.91,4.73
2014,Port Klang,Malaysia,Asia,1.3,1.3
2014,Dammam,Saudi Arabia,Middle East,1.66,1.63
2014,King Abdullah,Saudi Arabia,Middle East,2.65,2.65
2014,Kobe,Japan,Asia,7.41,7.58
2014,Laem Chabang,Thailand,Asia,8.88,8.88
2014,Le Havre,France,Northern Europe,3.25,3.1
2014,Lianyungang,China,Asia,34.39,34.44
2014,Lome,Togo,Africa,0.83,0.83
2014,Los Angeles,USA,North America,3.34,3.31
2014,Manila,Philippines,Asia,2.43,2.3
2014,Manzanillo,Mexico,North America,1.67,1.73
2014,Jawaharlal Nehru,India,Asia,2.34,2.88
2014,Mundra,India,Asia,14.5,14.43
2014,Nagoya,Japan,Asia,6.96,6.96
2014,Ningbo-Zhoushan,China,Asia,23.62,23.62
2014,Osaka,Japan,Asia,3.72,3.89
2014,Piraeus,Greece,Mediterranean,1.17,1.12
2014,Qingdao,China,Asia,27.59,27.59
2014,Qinzhou,China,Asia,15.85,15.85
2014,Quanzhou,China,Asia,1.07,1.51
2014,Rizhao,China,Asia,11.84,11.84
2014,Rotterdam,Netherlands,Northern Europe,21.7,21.47
2014,Said,Egypt,Middle East,1.89,1.83
2014,Salalah,Oman,Middle East,2.38,2.73
2014,Shanghai,China,Asia,46.93,46.93
2014,Shenzhen,China,Asia,33.63,33.63
2014,Singapore,Singapore,Asia,49.98,49.89
2014,Sydney,Australia,Oceania,1.56,1.7
2014,Taichung,Taiwan,Asia,21.88,21.88
2014,Taicang,China,Asia,24.15,24.15
2014,Tianjin,China,Asia,165.21,165.21
2014,Tangshan,China,Asia,40.54,40.91
2014,Tanger Med,Morocco,Mediterranean,1.97,1.97
2014,Tokyo,Japan,Asia,11.61,11.61
2014,Tanjung Priok,Indonesia,Asia,0.7,0.7
2014,Tanjung Pelepas,Malaysia,Asia,4.65,4.29
2014,Tanjung Perak,Indonesia,Asia,3.25,3.21
2014,Valencia,Spain,Mediterranean,3.7,3.74
2014,Xiamen,China,Asia,4.36,4.36
2014,Yingkou,China,Asia,45.07,45.07
2014,Yantai,China,Asia,3.27,3.27
2014,Yokohama,Japan,Asia,2.74,2.74
2014,Zhuhai,China,Asia,5.83,5.83
2015,Abu Dhabi,UAE,Middle East,23.28,23.28
2015,Alexandria,Egypt,Middle East,0.26,0.91
2015,Algeciras,Spain,Mediterranean,2.63,2.69
2015,Barcelona,Spain,Mediterranean,4.01,3.93
2015,Busan,South Korea,Asia,20.65,20.58
2015,Cartagena,Colombia,Central & South America,1.48,1.5
2015,Colombo,Sri Lanka,Asia,1.68,1.83
2015,Dalian,China,Asia,18.78,18.65
2015,Dubai,UAE,Middle East,4.07,4.07
2015,Durban,South Africa,Africa,0.95,0.93
2015,Felixstowe,UK,Northern Europe,3.85,3.96
2015,Genoa,Italy,Mediterranean,1.41,1.48
2015,Guangzhou,China,Asia,31.94,31.82
2015,Yeosu Gwangyang,South Korea,Asia,3.04,3.37
2015,Hai Phong,Vietnam,Asia,6.68,8.19
2015,Haikou,China,Asia,5,5
2015,Hong Kong,China,Asia,3.99,3.99
2015,Incheon,South Korea,Asia,12.65,12.65
2015,Jeddah,Saudi Arabia,Middle East,5.06,5.56
2015,Jiaxing,China,Asia,8.68,9.11
2015,Jinzhou,China,Asia,1.48,1.48
2015,Kaohsiung,Taiwan,Asia,14.78,14.78
2015,Karachi,Pakistan,Asia,4.14,4.73
2015,Port Klang,Malaysia,Asia,1.22,1.39
2015,Dammam,Saudi Arabia,Middle East,1.6,1.64
2015,King Abdullah,Saudi Arabia,Middle East,3.56,3.53
2015,Kobe,Japan,Asia,7.58,7.68
2015,Laem Chabang,Thailand,Asia,8.91,8.91
2015,Le Havre,France,Northern Europe,3.09,3.13
2015,Lianyungang,China,Asia,35.77,35.77
2015,Lome,Togo,Africa,0.19,0.87
2015,Los Angeles,USA,North America,3.31,3.34
2015,Manila,Philippines,Asia,2.15,2.33
2015,Manzanillo,Mexico,North America,1.9,1.8
2015,Jawaharlal Nehru,India,Asia,2.11,2.88
2015,Mundra,India,Asia,14.43,14.5
2015,Nagoya,Japan,Asia,7.05,7.05
2015,Ningbo-Zhoushan,China,Asia,25.03,25.03
2015,Osaka,Japan,Asia,3.89,3.89
2015,Piraeus,Greece,Mediterranean,1.2,1.17
2015,Qingdao,China,Asia,27.99,27.99
2015,Qinzhou,China,Asia,15.44,16.09
2015,Quanzhou,China,Asia,1.26,1.76
2015,Rizhao,China,Asia,11.99,11.99
2015,Rotterdam,Netherlands,Northern Europe,21.67,21.49
2015,Said,Egypt,Middle East,1.47,1.83
2015,Salalah,Oman,Middle East,2.78,2.73
2015,Shanghai,China,Asia,47.71,47.71
2015,Shenzhen,China,Asia,33.69,33.69
2015,Singapore,Singapore,Asia,49.89,49.98
2015,Sydney,Australia,Oceania,1.72,1.72
2015,Taichung,Taiwan,Asia,22,22
2015,Taicang,China,Asia,24.2,24.2
2015,Tianjin,China,Asia,168.22,168.22
2015,Tangshan,China,Asia,42.62,42.06
2015,Tanger Med,Morocco,Mediterranean,1.98,1.98
2015,Tokyo,Japan,Asia,11.85,11.85
2015,Tanjung Priok,Indonesia,Asia,0.81,0.81
2015,Tanjung Pelepas,Malaysia,Asia,4.81,4.36
2015,Tanjung Perak,Indonesia,Asia,3.27,3.25
2015,Valencia,Spain,Mediterranean,3.84,3.74
2015,Xiamen,China,Asia,4.61,4.61
2015,Yingkou,China,Asia,45.79,45.79
2015,Yantai,China,Asia,3.24,3.32
2015,Yokohama,Japan,Asia,2.94,2.79
2015,Zhuhai,China,Asia,5.99,5.99
2016,Abu Dhabi,UAE,Middle East,23.68,23.68
2016,Alexandria,Egypt,Middle East,1.06,1.06
2016,Algeciras,Spain,Mediterranean,2.75,2.74
2016,Barcelona,Spain,Mediterranean,3.94,3.94
2016,Busan,South Korea,Asia,20.32,20.65
2016,Cartagena,Colombia,Central & South America,1.88,1.88
2016,Colombo,Sri Lanka,Asia,2.47,2.47
2016,Dalian,China,Asia,18.69,18.69
2016,Dubai,UAE,Middle East,5.4,5.3
2016,Durban,South Africa,Africa,0.93,0.95
2016,Felixstowe,UK,Northern Europe,4.15,4.01
2016,Genoa,Italy,Mediterranean,1.56,1.49
2016,Guangzhou,China,Asia,31.82,31.85
2016,Yeosu Gwangyang,South Korea,Asia,3.45,3.37
2016,Hai Phong,Vietnam,Asia,10.52,10.52
2016,Haikou,China,Asia,8.07,7.56
2016,Hong Kong,China,Asia,4.12,4.1
2016,Incheon,South Korea,Asia,13.81,13.81
2016,Jeddah,Saudi Arabia,Middle East,5.56,5.62
2016,Jiaxing,China,Asia,9.2,9.19
2016,Jinzhou,China,Asia,1.56,1.48
2016,Kaohsiung,Taiwan,Asia,14.8,14.8
2016,Karachi,Pakistan,Asia,4.86,4.73
2016,Port Klang,Malaysia,Asia,1.59,1.59
2016,Dammam,Saudi Arabia,Middle East,1.7,1.66
2016,King Abdullah,Saudi Arabia,Middle East,3.53,3.56
2016,Kobe,Japan,Asia,7.68,7.69
2016,Laem Chabang,Thailand,Asia,9.07,9.07
2016,Le Havre,France,Northern Europe,3.13,3.13
2016,Lianyungang,China,Asia,41.16,41.16
2016,Lome,Togo,Africa,0.91,0.91
2016,Los Angeles,USA,North America,3.57,3.38
2016,Manila,Philippines,Asia,2.28,2.43
2016,Manzanillo,Mexico,North America,1.72,1.87
2016,Jawaharlal Nehru,India,Asia,3.3,3.3
2016,Mundra,India,Asia,14.88,14.69
2016,Nagoya,Japan,Asia,8,7.25
2016,Ningbo-Zhoushan,China,Asia,25.96,25.96
2016,Osaka,Japan,Asia,4.07,4.07
2016,Piraeus,Greece,Mediterranean,1.24,1.2
2016,Qingdao,China,Asia,29.14,29.12
2016,Qinzhou,China,Asia,17.03,17.03
2016,Quanzhou,China,Asia,1.76,1.83
2016,Rizhao,China,Asia,15.79,15.79
2016,Rotterdam,Netherlands,Northern Europe,21.47,21.67
2016,Said,Egypt,Middle East,1.83,1.84
2016,Salalah,Oman,Middle East,2.73,2.73
2016,Shanghai,China,Asia,47.86,47.86
2016,Shenzhen,China,Asia,33.71,33.71
2016,Singapore,Singapore,Asia,53.23,53.15
2016,Sydney,Australia,Oceania,1.8,1.74
2016,Taichung,Taiwan,Asia,22.03,22.03
2016,Taicang,China,Asia,25.73,25.73
2016,Tianjin,China,Asia,168.29,168.29
2016,Tangshan,China,Asia,42.06,42.25
2016,Tanger Med,Morocco,Mediterranean,1.98,1.98
2016,Tokyo,Japan,Asia,12.16,12.16
2016,Tanjung Priok,Indonesia,Asia,1.42,1.42
2016,Tanjung Pelepas,Malaysia,Asia,4.52,4.47
2016,Tanjung Perak,Indonesia,Asia,3.07,3.27
2016,Valencia,Spain,Mediterranean,3.74,3.78
2016,Xiamen,China,Asia,4.68,4.66
2016,Yingkou,China,Asia,48.34,48.34
2016,Yantai,China,Asia,3.32,3.36
2016,Yokohama,Japan,Asia,3.01,2.86
2016,Zhuhai,China,Asia,6.05,6.05
2017,Abu Dhabi,UAE,Middle East,23.8,23.76
2017,Alexandria,Egypt,Middle East,1.26,1.26
2017,Algeciras,Spain,Mediterranean,2.74,2.74
2017,Barcelona,Spain,Mediterranean,3.97,3.97
2017,Busan,South Korea,Asia,21.69,21.69
2017,Cartagena,Colombia,Central & South America,1.98,1.92
2017,Colombo,Sri Lanka,Asia,3.28,3.28
2017,Dalian,China,Asia,18.61,18.78
2017,Dubai,UAE,Middle East,5.49,5.32
2017,Durban,South Africa,Africa,0.97,0.97
2017,Felixstowe,UK,Northern Europe,3.96,4.01
2017,Genoa,Italy,Mediterranean,1.58,1.56
2017,Guangzhou,China,Asia,31.85,31.94
2017,Yeosu Gwangyang,South Korea,Asia,3.45,3.45
2017,Hai Phong,Vietnam,Asia,13.17,13.17
2017,Haikou,China,Asia,7.56,8.07
2017,Hong Kong,China,Asia,4.1,4.12
2017,Incheon,South Korea,Asia,14.8,14.38
2017,Jeddah,Saudi Arabia,Middle East,5.62,5.62
2017,Jiaxing,China,Asia,9.19,9.19
2017,Jinzhou,China,Asia,1.32,1.56
2017,Kaohsiung,Taiwan,Asia,14.91,14.91
2017,Karachi,Pakistan,Asia,4.14,4.73
2017,Port Klang,Malaysia,Asia,1.76,1.59
2017,Dammam,Saudi Arabia,Middle East,1.6,1.66
2017,King Abdullah,Saudi Arabia,Middle East,3.69,3.69
2017,Kobe,Japan,Asia,8.17,8.01
2017,Laem Chabang,Thailand,Asia,9.73,9.73
2017,Le Havre,France,Northern Europe,3.2,3.16
2017,Lianyungang,China,Asia,41.51,41.51
2017,Lome,Togo,Africa,0.95,0.95
2017,Los Angeles,USA,North America,3.38,3.54
2017,Manila,Philippines,Asia,2.48,2.48
2017,Manzanillo,Mexico,North America,1.88,1.88
2017,Jawaharlal Nehru,India,Asia,3.82,3.65
2017,Mundra,India,Asia,14.89,14.88
2017,Nagoya,Japan,Asia,7.25,7.48
2017,Ningbo-Zhoushan,China,Asia,26.43,26.3
2017,Osaka,Japan,Asia,4.33,4.27
2017,Piraeus,Greece,Mediterranean,1.26,1.24
2017,Qingdao,China,Asia,29.32,29.14
2017,Qinzhou,China,Asia,17.93,17.93
2017,Quanzhou,China,Asia,1.87,1.86
2017,Rizhao,China,Asia,15.83,15.83
2017,Rotterdam,Netherlands,Northern Europe,21.27,21.7
2017,Said,Egypt,Middle East,1.85,1.83
2017,Salalah,Oman,Middle East,2.51,2.75
2017,Shanghai,China,Asia,49.44,49.44
2017,Shenzhen,China,Asia,33.77,33.77
2017,Singapore,Singapore,Asia,53.15,53.23
2017,Sydney,Australia,Oceania,1.74,1.77
2017,Taichung,Taiwan,Asia,22.54,22.4
2017,Taicang,China,Asia,27.27,26.86
2017,Tianjin,China,Asia,169.95,169.95
2017,Tangshan,China,Asia,42.25,42.62
2017,Tanger Med,Morocco,Mediterranean,2.16,2.11
2017,Tokyo,Japan,Asia,12.27,12.27
2017,Tanjung Priok,Indonesia,Asia,2.42,2.42
2017,Tanjung Pelepas,Malaysia,Asia,4.18,4.52
2017,Tanjung Perak,Indonesia,Asia,3.38,3.38
2017,Valencia,Spain,Mediterranean,3.74,3.74
2017,Xiamen,China,Asia,4.66,4.68
2017,Yingkou,China,Asia,50.9,50.66
2017,Yantai,China,Asia,3.36,3.36
2017,Yokohama,Japan,Asia,2.86,2.9
2017,Zhuhai,China,Asia,5.87,5.87
2018,Abu Dhabi,UAE,Middle East,23.88,23.8
2018,Alexandria,Egypt,Middle East,1.44,1.44
2018,Algeciras,Spain,Mediterranean,2.69,2.75
2018,Barcelona,Spain,Mediterranean,3.83,3.97
2018,Busan,South Korea,Asia,21.78,21.78
2018,Cartagena,Colombia,Central & South America,1.92,1.92
2018,Colombo,Sri Lanka,Asia,4.4,4.4
2018,Dalian,China,Asia,19.21,19.21
2018,Dubai,UAE,Middle East,5.32,5.4
2018,Durban,South Africa,Africa,0.98,0.98
2018,Felixstowe,UK,Northern Europe,4.01,4.05
2018,Genoa,Italy,Mediterranean,1.48,1.58
2018,Guangzhou,China,Asia,32.27,32.27
2018,Yeosu Gwangyang,South Korea,Asia,3.35,3.45
2018,Hai Phong,Vietnam,Asia,13.63,13.63
2018,Haikou,China,Asia,8.11,8.11
2018,Hong Kong,China,Asia,4.93,4.93
2018,Incheon,South Korea,Asia,14.64,14.64
2018,Jeddah,Saudi Arabia,Middle East,5.66,5.63
2018,Jiaxing,China,Asia,9.59,9.2
2018,Jinzhou,China,Asia,1.57,1.57
2018,Kaohsiung,Taiwan,Asia,15.72,15.72
2018,Karachi,Pakistan,Asia,4.05,4.73
2018,Port Klang,Malaysia,Asia,1.59,1.6
2018,Dammam,Saudi Arabia,Middle East,1.63,1.68
2018,King Abdullah,Saudi Arabia,Middle East,3.77,3.77
2018,Kobe,Japan,Asia,8.06,8.06
2018,Laem Chabang,Thailand,Asia,9.79,9.79
2018,Le Havre,France,Northern Europe,3.16,3.16
2018,Lianyungang,China,Asia,42.63,42.63
2018,Lome,Togo,Africa,1.03,1.03
2018,Los Angeles,USA,North America,3.54,3.57
2018,Manila,Philippines,Asia,2.61,2.61
2018,Manzanillo,Mexico,North America,1.87,1.88
2018,Jawaharlal Nehru,India,Asia,3.8,3.79
2018,Mundra,India,Asia,14.9,14.89
2018,Nagoya,Japan,Asia,7.6,7.6
2018,Ningbo-Zhoushan,China,Asia,26.3,26.43
2018,Osaka,Japan,Asia,4.27,4.27
2018,Piraeus,Greece,Mediterranean,1.28,1.26
2018,Qingdao,China,Asia,29.12,29.32
2018,Qinzhou,China,Asia,18.73,18.72
2018,Quanzhou,China,Asia,1.86,1.87
2018,Rizhao,China,Asia,15.85,15.85
2018,Rotterdam,Netherlands,Northern Europe,24.2,24.2
2018,Said,Egypt,Middle East,1.83,1.83
2018,Salalah,Oman,Middle East,2.75,2.75
2018,Shanghai,China,Asia,50.34,50.34
2018,Shenzhen,China,Asia,33.79,33.79
2018,Singapore,Singapore,Asia,56.06,56.06
2018,Sydney,Australia,Oceania,1.77,1.8
2018,Taichung,Taiwan,Asia,22.49,22.49
2018,Taicang,China,Asia,27.94,27.27
2018,Tianjin,China,Asia,177.51,177.51
2018,Tangshan,China,Asia,43.51,43.51
2018,Tanger Med,Morocco,Mediterranean,2.11,2.16
2018,Tokyo,Japan,Asia,12.68,12.68
2018,Tanjung Priok,Indonesia,Asia,3.31,3.08
2018,Tanjung Pelepas,Malaysia,Asia,4.29,4.47
2018,Tanjung Perak,Indonesia,Asia,3.54,3.54
2018,Valencia,Spain,Mediterranean,3.73,3.74
2018,Xiamen,China,Asia,4.72,4.72
2018,Yingkou,China,Asia,50.98,50.9
2018,Yantai,China,Asia,3.51,3.42
2018,Yokohama,Japan,Asia,2.79,2.9
2018,Zhuhai,China,Asia,5.72,5.72
2019,Abu Dhabi,UAE,Middle East,23.76,23.88
2019,Alexandria,Egypt,Middle East,1.56,1.56
2019,Algeciras,Spain,Mediterranean,2.77,2.77
2019,Barcelona,Spain,Mediterranean,3.97,3.97
2019,Busan,South Korea,Asia,21.81,21.81
2019,Cartagena,Colombia,Central & South America,1.92,1.92
2019,Colombo,Sri Lanka,Asia,4.42,4.42
2019,Dalian,China,Asia,19.73,19.73
2019,Dubai,UAE,Middle East,5.3,5.32
2019,Durban,South Africa,Africa,0.98,0.98
2019,Felixstowe,UK,Northern Europe,4.05,4.05
2019,Genoa,Italy,Mediterranean,1.7,1.7
2019,Guangzhou,China,Asia,32.33,32.33
2019,Yeosu Gwangyang,South Korea,Asia,3.48,3.48
2019,Hai Phong,Vietnam,Asia,14.3,14.3
2019,Haikou,China,Asia,8.28,8.28
2019,Hong Kong,China,Asia,4.97,4.97
2019,Incheon,South Korea,Asia,14.38,14.64
2019,Jeddah,Saudi Arabia,Middle East,5.63,5.66
2019,Jiaxing,China,Asia,9.17,9.37
2019,Jinzhou,China,Asia,1.66,1.66
2019,Kaohsiung,Taiwan,Asia,16,16
2019,Karachi,Pakistan,Asia,4.73,4.73
2019,Port Klang,Malaysia,Asia,1.6,1.6
2019,Dammam,Saudi Arabia,Middle East,1.68,1.68
2019,King Abdullah,Saudi Arabia,Middle East,3.87,3.87
2019,Kobe,Japan,Asia,8.01,8.06
2019,Laem Chabang,Thailand,Asia,9.91,9.91
2019,Le Havre,France,Northern Europe,3.1,3.16
2019,Lianyungang,China,Asia,42.79,42.79
2019,Lome,Togo,Africa,1.05,1.05
2019,Los Angeles,USA,North America,3.57,3.57
2019,Manila,Philippines,Asia,2.75,2.75
2019,Manzanillo,Mexico,North America,1.9,1.9
2019,Jawaharlal Nehru,India,Asia,3.65,3.79
2019,Mundra,India,Asia,14.69,14.9
2019,Nagoya,Japan,Asia,7.48,7.6
2019,Ningbo-Zhoushan,China,Asia,28.22,28.22
2019,Osaka,Japan,Asia,4.24,4.27
2019,Piraeus,Greece,Mediterranean,1.12,1.28
2019,Qingdao,China,Asia,29.8,29.8
2019,Qinzhou,China,Asia,18.72,18.73
2019,Quanzhou,China,Asia,2.26,2.26
2019,Rizhao,China,Asia,15.87,15.87
2019,Rotterdam,Netherlands,Northern Europe,24.44,24.44
2019,Said,Egypt,Middle East,1.83,1.83
2019,Salalah,Oman,Middle East,2.89,2.89
2019,Shanghai,China,Asia,50.91,50.91
2019,Shenzhen,China,Asia,33.83,33.83
2019,Singapore,Singapore,Asia,56.46,56.46
2019,Sydney,Australia,Oceania,1.83,1.83
2019,Taichung,Taiwan,Asia,22.4,22.49
2019,Taicang,China,Asia,26.86,27.79
2019,Tianjin,China,Asia,181.75,181.75
2019,Tangshan,China,Asia,43.99,43.99
2019,Tanger Med,Morocco,Mediterranean,2.2,2.2
2019,Tokyo,Japan,Asia,12.96,12.96
2019,Tanjung Priok,Indonesia,Asia,3.08,3.31
2019,Tanjung Pelepas,Malaysia,Asia,4.47,4.47
2019,Tanjung Perak,Indonesia,Asia,3.92,3.92
2019,Valencia,Spain,Mediterranean,3.81,3.81
2019,Xiamen,China,Asia,4.78,4.78
2019,Yingkou,China,Asia,50.66,50.98
2019,Yantai,China,Asia,3.42,3.51
2019,Yokohama,Japan,Asia,2.9,2.9
2019,Zhuhai,China,Asia,6.01,6.01
2020,Abu Dhabi,UAE,Middle East,24.87,24.87
2020,Alexandria,Egypt,Middle East,2.26,2.26
2020,Algeciras,Spain,Mediterranean,3.06,3.06
2020,Barcelona,Spain,Mediterranean,4.05,4.05
2020,Busan,South Korea,Asia,21.87,21.87
2020,Cartagena,Colombia,Central & South America,2.05,2.05
2020,Colombo,Sri Lanka,Asia,4.88,4.88
2020,Dalian,China,Asia,20.98,20.98
2020,Dubai,UAE,Middle East,5.87,5.87
2020,Durban,South Africa,Africa,1,1
2020,Felixstowe,UK,Northern Europe,4.62,4.62
2020,Genoa,Italy,Mediterranean,2.14,2.14
2020,Guangzhou,China,Asia,32.91,32.91
2020,Yeosu Gwangyang,South Korea,Asia,3.95,3.95
2020,Hai Phong,Vietnam,Asia,15.49,15.49
2020,Haikou,China,Asia,8.4,8.4
2020,Hong Kong,China,Asia,5.07,5.07
2020,Incheon,South Korea,Asia,14.92,14.92
2020,Jeddah,Saudi Arabia,Middle East,5.91,5.91
2020,Jiaxing,China,Asia,9.37,9.37
2020,Jinzhou,China,Asia,1.69,1.69
2020,Kaohsiung,Taiwan,Asia,16.76,16.76
2020,Karachi,Pakistan,Asia,5.06,5.06
2020,Port Klang,Malaysia,Asia,1.69,1.69
2020,Dammam,Saudi Arabia,Middle East,1.99,1.99
2020,King Abdullah,Saudi Arabia,Middle East,4.02,4.02
2020,Kobe,Japan,Asia,8.96,8.96
2020,Laem Chabang,Thailand,Asia,10.05,10.05
2020,Le Havre,France,Northern Europe,3.85,3.85
2020,Lianyungang,China,Asia,43.12,43.12
2020,Lome,Togo,Africa,1.17,1.17
2020,Los Angeles,USA,North America,3.89,3.89
2020,Manila,Philippines,Asia,2.97,2.97
2020,Manzanillo,Mexico,North America,2.94,2.94
2020,Jawaharlal Nehru,India,Asia,3.79,3.79
2020,Mundra,India,Asia,15.09,15.09
2020,Nagoya,Japan,Asia,7.92,7.92
2020,Ningbo-Zhoushan,China,Asia,28.67,28.67
2020,Osaka,Japan,Asia,4.61,4.61
2020,Piraeus,Greece,Mediterranean,1.67,1.67
2020,Qingdao,China,Asia,30.78,30.78
2020,Qinzhou,China,Asia,19.18,19.18
2020,Quanzhou,China,Asia,2.78,2.78
2020,Rizhao,China,Asia,15.88,15.88
2020,Rotterdam,Netherlands,Northern Europe,24.76,24.76
2020,Said,Egypt,Middle East,1.9,1.9
2020,Salalah,Oman,Middle East,3.07,3.07
2020,Shanghai,China,Asia,51.86,51.86
2020,Shenzhen,China,Asia,33.87,33.87
2020,Singapore,Singapore,Asia,58.86,58.86
2020,Sydney,Australia,Oceania,2.06,2.06
2020,Taichung,Taiwan,Asia,23.08,23.08
2020,Taicang,China,Asia,27.79,27.79
2020,Tianjin,China,Asia,183.78,183.78
2020,Tangshan,China,Asia,44.09,44.09
2020,Tanger Med,Morocco,Mediterranean,2.97,2.97
2020,Tokyo,Japan,Asia,13.07,13.07
2020,Tanjung Priok,Indonesia,Asia,3.98,3.98
2020,Tanjung Pelepas,Malaysia,Asia,4.92,4.92
2020,Tanjung Perak,Indonesia,Asia,4.07,4.07
2020,Valencia,Spain,Mediterranean,4.15,4.15
2020,Xiamen,China,Asia,4.89,4.89
2020,Yingkou,China,Asia,51.87,51.87
2020,Yantai,China,Asia,3.98,3.98
2020,Yokohama,Japan,Asia,3.18,3.18
2020,Zhuhai,China,Asia,5.77,6.09